Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags
Renny Blaster,Renny Blaster@Renny Blaster レニーブラスター,rennyblaster,Japan,1995-06-23,NEC Avenue,NEC Avenue,#players:1 #genre:action>hackandslash #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Rising Sun,Rising Sun,lordsoftherisingsun,Japan,1992-03-13,Cinemaware,Victor,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #port:commodore>amiga #lang:ja
Road Spirits,Road Spirits,roadspirits,Japan,1991-03-22,Arc,Pack-In-Video,#players:1 #genre:racing #addon:peripheral>cdromrom #lang:ja
ROM ROM Stadium@Rom Rom スタジアム,ROM ROM Stadium@Rom Rom スタジアム,romromstadium,Japan,1989-12-22,NCS,Masaya,#players:2:vs #genre:sports>baseball #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:ja
ROM² Karaoke@ROM²カラオケ,ROM² Karaoke Vol 1: Suteki ni Standard@ROM²カラオケ Vol 1 すてきにスタンダード,romromkaraokevol1,Japan,1989,Victor,Victor,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke@ROM²カラオケ,ROM² Karaoke Vol 2: Nattoku Idol@ROM²カラオケ Vol 2 なっとくアイドル,romromkaraokevol2,Japan,1990,Victor,Victor,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke@ROM²カラオケ,ROM² Karaoke Vol 3: Yappashi Band@ROM²カラオケ Vol 3 やっぱしバンド,romromkaraokevol3,Japan,1990,Victor,Victor,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke@ROM²カラオケ,ROM² Karaoke Vol 4: Choito Otona!?@ROM²カラオケ Vol 4 ちょいとおとな!?,romromkaraokevol4,Japan,1990,Victor,Victor,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke@ROM²カラオケ,ROM² Karaoke Vol 5: Karaoke Maku no Uchi@ROM²カラオケ Vol 5 カラオケ幕の内,romromkaraokevol5,Japan,1990,Victor,Victor,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke Vol. 1,ROM² Karaoke Volume 1,romromkaraokevolume1,Japan,1989,NEC Avenue,NEC Avenue,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke Vol. 1,ROM² Karaoke Volume 1,romromkaraokevolume1,Japan,1989,NEC Avenue,NEC Avenue,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja #alt
ROM² Karaoke Vol. 1,ROM² Karaoke Volume 2,romromkaraokevolume2,Japan,1989,NEC Avenue,NEC Avenue,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke Vol. 3,ROM² Karaoke Volume 3,romromkaraokevolume3,Japan,1989,NEC Avenue,NEC Avenue,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke Vol. 4,ROM² Karaoke Volume 4,romromkaraokevolume5,Japan,1990,NEC Avenue,NEC Avenue,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
ROM² Karaoke Vol. 5,ROM² Karaoke Volume 5,romromkaraokevolume6,Japan,1990,NEC Avenue,NEC Avenue,#players:1 #genre:rhythm>karaoke #addon:peripheral>cdromrom #lang:ja
Ruin: Kami no Isan@ルイン 神の遺産,Ruin: Kami no Isan@ルイン 神の遺産,ruinkaminoisan,Japan,1993-11-19,Fill in Café,Victor,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Ryūko no Ken@龍虎の拳,Ryūko no Ken@龍虎の拳,ryuukonoken,Japan,1994-03-26,Alfa System,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6 #port:arcade #lang:ja:en:es
Sangokushi: Eiketsu Tenka ni Nozomu@三国志 英傑天下に臨む,Sangokushi: Eiketsu Tenka ni Nozomu@三国志 英傑天下に臨む,sangokushietnn,Japan,1991-03-29,Naxat,Naxat,#players:3:vs #genre:sim>strategy #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:ja
Sangokushi III@三國志III,Sangokushi III@三國志III,sangokushi3,Japan,1993-10-01,Koei,Koei,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc98 #lang:ja
Schwarzschild,Super Schwarzschild@Super Schwarzschild スーパーシュヴァルツシルト,schwarzschild2,Japan,1991-12-06,Kogado,Kogado,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:msx #lang:ja
Schwarzschild 2: Face the Crisis,Super Schwarzschild 2 スーパーシュヴァルツシルト2,superschwarzschild2,Japan,1992-12-04,Kogado,Kogado,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Seirei Senshi Spriggan@精霊戦士 Spriggan スプリガン,Seirei Senshi Spriggan@精霊戦士 Spriggan スプリガン,seireisenshispriggan,Japan,1991-07-12,Compile,Naxat,#players:1 #genre:shmup>v #addon:peripheral>cdromrom #lang:ja
Seiryū Densetsu Monbit@聖竜伝説モンビット Monbit,Seiryū Densetsu Monbit@聖竜伝説モンビット Monbit,seiryuudensetsumonbit,Japan,1991-08-30,Hudson/C Design,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #lang:ja
Seiryū Densetsu Monbit@聖竜伝説モンビット Monbit,Seiryū Densetsu Monbit@聖竜伝説モンビット Monbit,seiryuudensetsumonbit,Japan,,Hudson/C Design,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #lang:ja #rev:1
Seisenshi Denshō: Jantaku no Kishi@聖戦士伝承 雀卓の騎士,Seisenshi Denshō: Jantaku no Kishi@聖戦士伝承 雀卓の騎士,seisenshidenshoujantakunokishi,Japan,1994-08-01,Nihon Bussan,Nichibutsu,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Seiya Monogatari: AnEarth Fantasy Stories@聖夜物語 AnEarth Fantasy Stories,Seiya Monogatari: AnEarth Fantasy Stories@聖夜物語 AnEarth Fantasy Stories,seiyamonogatariafs,Japan,1995-12-22,MediaWorks,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Sengoku Kantō Sangokushi@戦国関東三国志,Sengoku Kantō Sangokushi@戦国関東三国志,sengokukantousangokushi,Japan,1991-06-28,Intec,Intec,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #lang:ja
Sexy Idol Mahjong@セクシーアイドル麻雀,Sexy Idol Mahjong@セクシーアイドル麻雀,sexyidolmahjong,Japan,1993-12-24,Nichibutsu/Cream,Nihon Bussan,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based #search:keyword>strip #lang:ja
Sexy Idol Mahjong: Yakyūken no Uta@セクシーアイドル麻雀 野球拳の詩,Sexy Idol Mahjong: Yakyūken no Uta@セクシーアイドル麻雀 野球拳の詩,sexyidolmahjongyakyuukennouta,Japan,1995-01-31,Nichibutsu/Cream,Nihon Bussan,#players:1 #genre:board>mahjong>jankenpon #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based #search:keyword>strip #lang:ja
Sexy Idol: Mahjong Fashion Monogatari@セクシーアイド ルまーじゃんファッション物語,Sexy Idol: Mahjong Fashion Monogatari@セクシーアイド ルまーじゃんファッション物語,sexyidolmahjongfashionmonogatari,Japan,1994-09-16,Nichibutsu/Cream,Nihon Bussan,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #based #search:keyword>strip #lang:ja
Shanghai II@上海II,Shanghai II@上海II,shanghai2,Japan,1990-04-13,Alfa System,Hudson,#players:1 #genre:puzzle #addon:peripheral>cdromrom #port:arcade #lang:ja
Shapeshifter,Shapeshifter: Makai Eiyūden@Shapeshifter シェイプシフター 魔界英雄伝,shapeshifter,Japan,1992-09-25,ICOM/Tri Audio-Digital,Victor,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Sherlock Holmes: Consulting Detective,Sherlock Holmes no Tantei Kōza: Sherlock Holmes: Consulting Detective@シャーロックホームズの探偵講座 Sherlock Holmes: Consulting Detective,sherlockholmesconsultingdetective,Japan,1991-07-26,ICOM/Sleuth,Victor,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #search:feature>sherlock #lang:ja
Sherlock Holmes: Consulting Detective Vol. II,Sherlock Holmes: Consulting Detective Vol. II,sherlockholmesconsultingdetectivevol2,Japan,1993-05-28,ICOM/Sleuth,Victor,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:feature>sherlock #lang:ja
Shin Megami Tensei@真・女神転生,Shin Megami Tensei@真・女神転生,shinmegamitensei,Japan,1993-12-25,Atlus,Atlus,#players:1 #genre:rpg>j>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard:backup>memorybase128 #save:backup #port:nintendo>superfamicom #lang:ja
Shin Nihon Pro Wrestling: '94 Battlefield in Tōkyō Dome@新日本プロレスリング '94 Battlefield in 闘強導夢,Shin Nihon Pro Wrestling: '94 Battlefield in Tōkyō Dome@新日本プロレスリング '94 Battlefield バトルフィールド in 闘強導夢,shinnihonprowrestling94battlefieldintoukyoudome,Japan,1994-11-25,Fujicom,Fujicom,#players:4:vs #genre:fighting:sports>wrestling #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6 #search:keyword>official #port:nintendo>superfamicom #lang:ja
Shin Onryō Senki@真怨霊戦記,Shin Onryō Senki@真怨霊戦記,shinonryousenki,Japan,1995-09-22,Fujicom,Fujicom,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Shōgi Database Kiyū@将棋データベース 棋友,Shōgi Database Kiyū@将棋データベース 棋友,shougidatabasekiyuu,Japan,1995-10-27,SETA,SETA,#players:2:vs #genre:board>shougi #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:ja
SimEarth: The Living Planet,SimEarth: The Living Planet@SimEarth シムアース The Living Planet,simearth,Japan,1993-01-14,Maxis,Hudson,#players:1 #genre:sim>life>god #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:ja
Slot Gambler@スロット勝負師 ぎゃんぶら~ Slot Gambler,Slot Gambler@スロット勝負師 ギャンブラー,slotgambler,Japan,1995-04-28,Nihon Bussan,Nichibutsu,#players:1 #genre:parlor>jackpot:puzzle #addon:peripheral>cdromrom:expansion>supersystemcard #based #search:keyword>strip #lang:ja
Snatcher CD・ROMantic@Cyber Punk Adventure: Snatcher CD・ROMantic,Snatcher CD・ROMantic@サイバーパンク・アドベンチャー●スナッチャー Snatcher CD・ROMantic,snatcher,Japan,1992-10-23,Konami,Konami,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard:rss #save:backup #port:nec>pc88 #lang:ja
Sol・Bianca,Sol・Bianca@Sol・Bianca ソル・ビアンカ,solbianca,Japan,1990-06-29,NCS,Masaya,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Sol Moonarge@Sol Moonarge ソル：モナージュ,Sol Moonarge@Sol Moonarge ソル：モナージュ,solmoonarge,Japan,1994-01-07,Irem,Irem,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Solid Force,Solid Force,solidforce,Japan,1995-03-17,Kogado,NEC Home Electronics,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Sorcerian,Sorcerian,sorcerian,Japan,1992-07-17,Falcom,Victor,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #search:franchise>dragonslayer #lang:ja
Sotsugyō: Graduation@卒業 Graduation,Sotsugyō: Graduation@卒業 Graduation グラデュエーション,sotsugyougraduation,Japan,1993-07-30,Tenky,NEC Avenue,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc98 #lang:ja
Sotsugyō: Graduation@卒業 Graduation,Sotsugyō: Graduation@卒業 Graduation グラデュエーション,sotsugyougraduation,Japan,,Tenky,NEC Avenue,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc98 #lang:ja #rev:1
Sotsugyō II: Neo Generation@卒業II Neo Generation,Sotsugyō II: Neo Generation@卒業II Neo Generation,sotsugyou2neogeneration,Japan,1994-12-23,Tenky,Riverhill,#players:1 #genre:sim>life #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #port:nec>pc98 #lang:ja
Sotsugyō Shashin: Miki@卒業写真 Photograph 美姫 Miki,Sotsugyō Shashin: Miki@卒業写真 美姫,sotsugyoushashinmiki,Japan,1994-10-28,Coconuts,Coconuts,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Space Adventure Cobra: Kokuryūō no Densetsu@Space Adventure コブラ 黒竜王の伝説,Space Adventure Cobra: Kokuryūō no Densetsu@Space Adventure コブラ 黒竜王の伝説,spaceadventurecobraknd,Japan,1989-03-31,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Space Adventure Cobra II: Densetsu no Otoko@Space Adventure コブラII 伝説の男,Space Adventure Cobra II: Densetsu no Otoko@Space Adventure コブラII 伝説の男,spaceadventurecobra2dno,Japan,1991-06-07,Hudson,Hudson,#players:1 #genre:adventure #addon:peripheral>cdromrom #save:backup #based:manganime #lang:ja
Space Invaders: The Original Game,Space Invaders: The Original Game: PC-Engine Version,spaceinvaders,Japan,1995-07-28,NEC Avenue,NEC Avenue,#players:2:vs #genre:shmup #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #port:arcade #lang:ja
Splash Lake: Ostrich Daibōken@Splash Lake オストリッチ大冒険,Splash Lake@Splash Lake スプラッシュレイク,splashlake,Japan,1991-06-28,NEC Avenue,NEC Avenue,#players:2:coop #genre:puzzle:action #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:en
Spriggan Mark 2: Re-Terraform Project,Spriggan Mark 2: Re-Terraform Project,sprigganmark2etp,Japan,1992-05-01,Compile,Naxat,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Star Breaker,Star Breaker,starbreaker,Japan,1994-02-10,RayForce,RayForce,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Star Mobile,Star Mobile@Star Mobile スターモビール,starmobile,Japan,1992-10-02,M.N.M,Naxat,#players:1 #genre:puzzle>drop #addon:peripheral>cdromrom #port:sharp>x68000 #lang:ja
Star Parodier: Super Sungee Shooting@Star パロジャー スーパーすんげーシューティング,Star Parodier: Super Sungee Shooting@Star パロジャー スーパーすんげーシューティング,starparodier,Japan,1992-04-24,Kaneko Inter State,Hudson,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Startling Odyssey,Startling Odyssey@Startling Odyssey スタートリング オデッセイ,startlingodyssey,Japan,1993-10-22,RayForce,RayForce,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Startling Odyssey II: Maryū Sensō@Startling Odyssey スタートリング オデッセイ II 魔境戦争,Startling Odyssey II: Maryū Sensō@Startling Odyssey スタートリング オデッセイ II 魔境戦争,startlingodyssey2maryuusensou,Japan,1994-10-21,RayForce,RayForce,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Steam-Heart's,Steam-Heart's@Steam-Heart's スチーム・ハーツ,steamhearts,Japan,1996-03-22,Giga,TGL,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #port:nec>pc98 #lang:ja
Strider Hiryū@ストライダー飛竜,Strider Hiryū@ストライダー飛竜,striderhiryuu,Japan,1994-09-22,NEC Avenue,NEC Avenue,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:expansion>arcadecard #port:arcade #lang:ja
Summer Carnival '92: Alzadick,Summer Carnival '92: Alzadick@Summer Carnival '92: Alzadick アルザディック,summercarnival92alzadick,Japan,1992-07-17,Naxat,Naxat,#players:1 #genre:shmup>v #addon:peripheral>cdromrom #lang:ja
Super Albatross@Super アルバトロス,Super Albatross@Super アルバトロス,superalbatross,Japan,1989-09-14,Telenet,Laser,#players:4:vs #genre:sports>golf #addon:peripheral>cdromrom:multitap>pce #lang:ja
Super Daisenryaku@Super 大戦略,Super Daisenryaku@Super 大戦略,superdaisenryaku,Japan,1990-04-30,SystemSoft,Micro Cabin,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #port:nec>pc88 #lang:ja
Super Darius,Super Darius@Super Darius スーパーダライアス,darius,Japan,1990-03-16,Bits Laboratory,NEC Avenue,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #port:arcade #lang:en
Super Darius,Super Darius@Super Darius スーパーダライアス,darius,Japan,1990-03-16,Bits Laboratory,NEC Avenue,#players:1 #genre:shmup>h #addon:peripheral>cdromrom #port:arcade #lang:en #alt
Super Darius II,Super Darius II@Super Darius II スーパーダライアス II,darius2,Japan,1993-12-24,A-Wave,NEC Avenue,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:ja
Super Mahjong Taikai@Super 麻雀大会,Super Mahjong Taikai@Super スーパー 麻雀大会,supermahjongtaikai,Japan,1992-12-28,Koei,Koei,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #port:nintendo>superfamicom #lang:ja
Super Raiden@Super 雷電 Raiden,Super Raiden@Super 雷電,raiden,Japan,1992-04-02,Hudson,Hudson,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #lang:en
Super Real Mahjong PII・III Custom@Super リアル麻雀 PII・III カストム,Super Real Mahjong PII・III Custom@Super リアル麻雀 PII・III カストム,superrealmahjongp23custom,Japan,1994-08-05,Naxat,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:controller>avenuepad6 #search:keyword>strip #multigame:compilation #port:arcade #lang:ja
Super Real Mahjong PIV Custom@Super リアル麻雀 PIV カスタム,Super Real Mahjong PIV Custom@Super リアル麻雀 PIV カスタム,superrealmahjongp4custom,Japan,1993-12-17,Naxat,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #port:arcade #search:keyword>strip #lang:ja
Super Real Mahjong P.V Custom@スーパー リアル麻雀 P.V カスタム,Super Real Mahjong P.V Custom@スーパー リアル麻雀 P.V カスタム,superrealmahjongp5custom,Japan,1995-03-03,Naxat,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #port:arcade #search:keyword>strip #lang:ja
Super Real Mahjong Special: Miki Kasumi Shōko no Omoide@Super アル麻雀 Special ミキ・カスミ・ショウコの思いで,Super Real Mahjong Special: Miki Kasumi Shōko no Omoide yori@Super アル麻雀 Special ミキ・カスミ・ショウコの思い出より,superrealmahjongspecialmksno,Japan,1992-12-18,SETA,Naxat,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>supersystemcard #lang:ja
Sword Master,Sword Master@Sword Master ソードマスター,swordmaster,Japan,1993-11-19,Right Stuff,Right Stuff,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Sylphia,Sylphia@Sylphia シルフィア,sylphia,Japan,1993-10-22,Tonkin House/LMS,Tonkin House,#players:1 #genre:shmup>v #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
Tadaima Yūsha Boshūchū@ただいま勇者募集中,Tadaima Yūsha Boshūchū@ただいま勇者募集中,tadaimayuushaboshuuchuu,Japan,1993-11-26,Human,Human,#players:4:vs #genre:rpg>j:board #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce:backup>memorybase128 #save:backup #lang:ja
Taiheiki@太平記,Taiheiki@太平記,taiheiki,Japan,1991-12-13,Intec,Intec,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom #save:backup #lang:ja
Tanjō: Debut@誕生 Debut,Tanjō: Debut@誕生 Debut,tanjoudebut,Japan,1994-09-22,Tenky,NEC Avenue,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>arcadecard #save:backup #based:manganime #port:nec>pc98 #lang:ja
Tecmo World Cup Super Soccer,Tecmo World Cup Super Soccer@Tecmo World Cup Super Soccer ワールドカップスーパーサッカー,tecmoworldcup90,Japan,1992-12-04,Media Rings,Tecmo,#players:2:vs #genre:sports>soccer #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #port:arcade #lang:ja
Tenchi Muyō! Ryōōki@天地無用! 魎皇鬼,Tenchi Muyō! Ryōōki@天地無用! 魎皇鬼,tenchimuyouryououki,Japan,1995-05-26,AIC Spirits,NEC Avenue,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #port:nec>pc98 #lang:ja
Tenchi wo Kurau@天地を喰らう,Tenchi wo Kurau@天地を喰らう,tenchiwokurau,Japan,1994-06-17,NEC Avenue,NEC Avenue,#players:1 #genre:brawler #addon:peripheral>cdromrom:expansion>supersystemcard #based:manganime #port:arcade #lang:ja
Tengai Makyō: Far East of Eden@天外魔境 Far East of Eden,Tengai Makyō: Far East of Eden: Ziria@天外魔境 Far East of Eden: Ziria,tengaimakyouziria,Japan,1989-06-30,Red,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #lang:ja
Tengai Makyō: Far East of Eden@天外魔境 Far East of Eden,Tengai Makyō: Far East of Eden: Ziria@天外魔境 Far East of Eden: Ziria,tengaimakyouziria,Japan,,Red,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom #save:backup #lang:ja #rev:1
Tengai Makyō: Far East of Eden@天外魔境 Far East of Eden,Tengai Makyō: Far East of Eden: Ziria (Hibaihin)@天外魔境 Far East of Eden: Ziria (非売品),tengaimakyouziria,Japan,,Red,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Tengai Makyō II: Far East of Eden@天外魔境II Far East of Eden,Tengai Makyō II: Far East of Eden: Manji Maru@天外魔境II Far East of Eden 卍Maru,tengaimakyou2manjimaru,Japan,1992-03-26,Red,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Tenshi no Uta@天使の詩,Tenshi no Uta@天使の詩,tenshinouta,Japan,1991-10-25,Telenet,Riot,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
Tenshi no Uta II: Datenshi no Sentaku@天使の詩II 堕天使の選,Tenshi no Uta II: Datenshi no Sentaku@天使の詩II 堕天使の選,tenshinouta2datenshinosentaku,Japan,1993-03-26,Telenet,Riot,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja
TerraForming,TerraForming@TerraForming テラフォーミング,terraforming,Japan,1992-05-01,Right Stuff/Syd Mead,Right Stuff,#players:1 #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en
The Atlas for PC Engine,The Atlas: Renaissance Voyager,theatlas,Japan,1994-03-04,Artdink,Artdink,#players:1 #genre:sim>strategy #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard:mouse>pce:backup>memorybase128 #save:backup #port:nec>pc98 #lang:ja
The Kick Boxing,The Kick Boxing@The Kick Boxing ザ・キックボクシング,andrepanzakickboxing,Japan,1991,Futura,Micro World,#players:2:vs #genre:fighting:sports>kickboxing #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #port:commodore>amiga #lang:en
The Legend of Xanadu: Kaze no Densetsu Xanadu@The Legend of Xanadu 風の伝説ザナドゥ,The Legend of Xanadu: Kaze no Densetsu Xanadu@The Legend of Xanadu 風の伝説ザナドゥ,kazenodensetsuxanadu,Japan,1994-02-18,Falcom,Falcom,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #search:franchise>dragonslayer #lang:ja
The Manhole,The Manhole,themanhole,Japan,1991-03-22,Cyan,Sunsoft,#players:1 #genre:adventure #addon:peripheral>cdromrom #port:apple>mac #lang:ja
The Pro Yakyū@ザ・プロ野球,The Pro Yakyū@ザ・プロ野球,theproyakyuu,Japan,1990-10-05,Intec,Intec,#players:2:vs #genre:sports>baseball:sim #addon:peripheral>cdromrom:multitap>pce #search:keyword>official #lang:ja
The Pro Yakyū Super@ザ・プロ野球 Super,The Pro Yakyū Super@ザ・プロ野球 Super,theproyakyuusuper,Japan,1992-10-09,Intec,Intec,#players:2:vs #genre:sports>baseball:sim #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #search:keyword>official #lang:ja
The Pro Yakyū Super '94@ザ・プロ野球 Super '94,The Pro Yakyū Super '94@ザ・プロ野球 Super '94,theproyakyuusuper94,Japan,1994-06-17,Intec,Intec,#players:2:vs #genre:sports>baseball:sim #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #search:keyword>official #lang:ja
The Sugoroku '92: Nari Tore: Nariagari Trendy@ザ・スゴロク'92 なりトレ Nariagari Trendy,The Sugoroku '92: Nari Tore: Nariagari Trendy@ザ・スゴロク'92 なりトレ Nariagari Trendy,thesugoroku92naritore,Japan,1991-12-20,Telenet,Laser,#players:4:vs #genre:board #addon:peripheral>cdromrom:multitap>pce #save:backup #lang:ja
The TV Show@The TV Show ザ・ティーヴィーショー,The TV Show@The TV Show ザ・ティーヴィーショー,thetvshow,Japan,1995-09-29,Right Stuff,Right Stuff,#players:4:coop:vs #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #save:backup #lang:ja
Todd's Adventures in Slime World,Slime World@Slime World スライムワールド,slimeworld,Japan,1992-10-09,ISC,Micro World,#players:1 #genre:action>platformer #addon:peripheral>cdromrom:expansion>supersystemcard #port:atari>lynx #lang:ja
Tokimeki Memorial@ときめきメモリアル,Tokimeki Memorial@ときめきメモリアル,tokimekimemorial,Japan,1994-05-27,Konami,Konami,#players:1 #genre:sim>date #addon:peripheral>cdromrom:expansion>supersystemcard:mouse>pce #save:backup #lang:ja
Tokimeki Memorial@ときめきメモリアル,Tokimeki Memorial@ときめきメモリアル,tokimekimemorial,Japan,,Konami,Konami,#players:1 #genre:sim>date #addon:peripheral>cdromrom:expansion>supersystemcard:mouse>pce #save:backup #lang:ja #rev:1
Tokimeki Memorial@ときめきメモリアル,Tokimeki Memorial@ときめきメモリアル,tokimekimemorial,Japan,,Konami,Konami,#players:1 #genre:sim>date #addon:peripheral>cdromrom:expansion>supersystemcard:mouse>pce #save:backup #lang:ja #rev:2
Tokimeki Memorial@ときめきメモリアル,Tokimeki Memorial@ときめきメモリアル,tokimekimemorial,Japan,,Konami,Konami,#players:1 #genre:sim>date #addon:peripheral>cdromrom:expansion>supersystemcard:mouse>pce #save:backup #lang:ja #rev:3
